NUMMER;BILDNR;FOTOGRAF;COPYRIGHT;
00655;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00655;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00655;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00656;0003;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00656;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00657;0001;;© Büro ADB;
00657;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00657;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00658;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00658;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00658;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00658;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00658;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00659;0003;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00659;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00659;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00659;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00659;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00660;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00660;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00662;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00662;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00662;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00663;0003;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00663;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00663;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00663;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00663;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00664;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00664;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00664;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00664;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00665;0001;;© Büro ADB;
00665;0002;;© Büro ADB;
00665;0004;;© Büro ADB;
00665;0005;Arpad Boa;© Büro ADB;
00665;0007;;© Büro ADB;
00665;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00665;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00665;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00665;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00665;0018;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00665;0019;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00666;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00666;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00666;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00679;0007;Arpad Boa;© Büro ADB;
00679;0008;Arpad Boa;© Büro ADB;
00679;0009;Arpad Boa;© Büro ADB;
00679;0011;Arpad Boa;© Büro ADB;
00679;0012;Arpad Boa;© Büro ADB;
00679;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00679;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00679;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00679;0018;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00679;0019;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00681;0001;;© Büro ADB;
00681;0004;;© Büro ADB;
00681;0005;;© Büro ADB;
00681;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00683;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00683;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00686;0002;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00686;0003;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00686;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00686;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00686;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00691;0001;;© Büro ADB;
00691;0002;;© Büro ADB;
00691;0003;;© Büro ADB;
00691;0005;;© Büro ADB;
00691;0006;;© Büro ADB;
00691;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00691;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00693;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00693;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00693;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00693;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00693;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00693;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00694;0001;;© Büro ADB;
00694;0004;;© Büro ADB;
00694;0005;;© Büro ADB;
00694;0006;;© Büro ADB;
00694;0007;;© Büro ADB;
00694;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00694;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00694;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00695;0001;D.Uldry;© Kt. Denkmalpflege Bern;
00695;0007;;© Büro ADB;
00695;0009;;© Büro ADB;
00695;0011;;© Büro ADB;
00695;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00695;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00696;0001;;© Büro ADB;
00696;0002;;© Büro ADB;
00696;0004;;© Büro ADB;
00696;0006;;© Büro ADB;
00696;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00696;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00699;0006;Arpad Boa;© Büro ADB;
00699;0007;Arpad Boa;© Büro ADB;
00699;0008;Arpad Boa;© Büro ADB;
00699;0009;Arpad Boa;© Büro ADB;
00699;0010;Arpad Boa;© Büro ADB;
00699;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00699;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00699;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00699;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00699;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00699;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00700;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00700;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00700;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00701;0001;Arpad Boa;© Büro ADB;
00701;0003;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00701;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00702;0001;Arpad Boa;© Büro ADB;
00702;0002;;© Büro ADB;
00702;0003;;© Büro ADB;
00702;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00702;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00702;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00712;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00712;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00715;0001;Arpad Boa;© Büro ADB;
00715;0002;Arpad Boa;© Büro ADB;
00715;0003;Arpad Boa;© Büro ADB;
00715;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00715;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00716;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00716;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00720;0001;Arpad Boa;© Büro ADB;
00720;0005;Arpad Boa;© Büro ADB;
00720;0009;Arpad Boa;© Büro ADB;
00720;0010;Arpad Boa;© Büro ADB;
00720;0015;Arpad Boa;© Büro ADB;
00720;0018;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00720;0019;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00720;0020;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00720;0021;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0018;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0019;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00721;0020;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00729;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00729;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00729;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00729;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00729;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00730;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00730;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00730;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00733;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00733;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00733;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00733;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00734;0001;;© Büro ADB, Bern;
00734;0002;;© Büro ADB, Bern;
00734;0003;;© Büro ADB, Bern;
00734;0008;;© Kt. Denkmalpflege Bern;
00734;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00734;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00737;0001;;© Büro ADB, Bern;
00737;0002;;© Büro ADB, Bern;
00737;0003;;© Büro ADB, Bern;
00737;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00737;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00737;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00737;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00737;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00738;0001;;© Büro ADB, Bern;
00738;0002;;© Kt. Denkmalpflege Bern;
00738;0003;;© Kt. Denkmalpflege Bern;
00742;0001;;© Büro ADB, Bern;
00742;0004;;© Büro ADB, Bern;
00742;0005;;© Büro ADB, Bern;
00742;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00742;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00749;0001;;© Büro ADB, Bern;
00749;0002;;© Büro ADB, Bern;
00749;0006;;© Büro ADB, Bern;
00749;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
00753;0009;;© Kt. Denkmalpflege Bern;
00753;0011;G. Howald;© Kt. Denkmalpflege Bern;
00753;0014;G. Howald;© Kt. Denkmalpflege Bern;
00754;0007;G. Howald;© Kt. Denkmalpflege Bern;
00754;0008;G. Howald;© Kt. Denkmalpflege Bern;
00754;0012;;© Kt. Denkmalpflege Bern;
00754;0014;G. Howald;© Kt. Denkmalpflege Bern;
00756;0007;J. Schweizer;© Kt. Denkmalpflege Bern;
00756;0012;;© Kt. Denkmalpflege Bern;
00762;0002;;© Kt. Denkmalpflege Bern;
00762;0003;;© Kt. Denkmalpflege Bern;
00764;0001;;© Kt. Denkmalpflege Bern;
00764;0003;;© Kt. Denkmalpflege Bern;
00764;0004;;© Kt. Denkmalpflege Bern;
00766;0005;;© Büro ADB;
00766;0006;;© Kt. Denkmalpflege Bern;
00766;0010;;© Büro ADB;
00766;0014;;© Kt. Denkmalpflege Bern;
00768;0002;;© Kt. Denkmalpflege Bern;
00768;0003;;© Kt. Denkmalpflege Bern;
00774;0007;;© Kt. Denkmalpflege Bern;
00774;0008;;© Kt. Denkmalpflege Bern;
00775;0003;;© Kt. Denkmalpflege Bern;
00776;0006;G. Howald;© Kt. Denkmalpflege Bern;
00776;0007;;© Kt. Denkmalpflege Bern;
00776;0009;Jeanne Chevalier;© Kt. Denkmalpflege Bern;
00789;0002;;© Kt. Denkmalpflege Bern;
00794;0001;Dam;© Kt. Denkmalpflege Bern;
00794;0007;Dam;© Kt. Denkmalpflege Bern;
00794;0008;G. Howald;© Kt. Denkmalpflege Bern;
00794;0012;Dam;© Kt. Denkmalpflege Bern;
00798;0005;;© Kt. Denkmalpflege Bern;
00798;0007;M. Sigr.;© Kt. Denkmalpflege Bern;
00806;0006;;© Kt. Denkmalpflege Bern;
00806;0007;;© Kt. Denkmalpflege Bern;
00806;0010;;© Kt. Denkmalpflege Bern;
00810;0001;Ch. Helmis und J. Schweizer;© Kt. Denkmalpflege Bern;
00810;0009;Ch. Helmis und J. Schweizer;© Kt. Denkmalpflege Bern;
00810;0018;Ch. Helmis und J. Schweizer;© Kt. Denkmalpflege Bern;
00810;0020;Foto Steiner;© Kt. Denkmalpflege Bern;
00822;0009;F. Hauswirth;© Kt. Denkmalpflege Bern;
00822;0010;M. Hesse;© Kt. Denkmalpflege Bern;
00822;0011;F. Hauswirth;© Kt. Denkmalpflege Bern;
00822;0016;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00822;0017;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00822;0019;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00822;0020;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00826;0001;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00826;0005;G. Howald;© Kt. Denkmalpflege Bern;
00826;0006;G. Howald;© Kt. Denkmalpflege Bern;
00826;0007;G. Howald;© Kt. Denkmalpflege Bern;
00826;0012;G. Howald;© Kt. Denkmalpflege Bern;
00827;0001;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00827;0003;G. Howald; © Kt. Denkmalpflege Bern;
00827;0008;G. Howald; © Kt. Denkmalpflege Bern;
00827;0014;;© Kt. Denkmalpflege Bern;
00827;0015;G. Howald; © Kt. Denkmalpflege Bern;
00829;0001;M. Hesse; © Kt. Denkmalpflege Bern;
00829;0004;J. Schweizer; © Kt. Denkmalpflege Bern;
00829;0006;M. Hesse; © Kt. Denkmalpflege Bern;
00829;0010;;© Büro ADB;
00829;0013;G. Howald; © Kt. Denkmalpflege Bern;
00832;0001;J. Schweizer; © Kt. Denkmalpflege Bern;
00832;0002;J. Schweizer; © Kt. Denkmalpflege Bern;
00832;0005; ; © Kt. Denkmalpflege Bern;
00838;0004;M. Hesse; © Kt. Denkmalpflege Bern;
00838;0005;G. Howald; © Kt. Denkmalpflege Bern;
00838;0009;G. Howald; © Kt. Denkmalpflege Bern;
00838;0011;G. Howald; © Kt. Denkmalpflege Bern;
00839;0009;H. von Fischer; © Kt. Denkmalpflege Bern;
00839;0010;H. von Fischer; © Kt. Denkmalpflege Bern;
00839;0011;G. Howald; © Kt. Denkmalpflege Bern;
00843;0008;;© Kt. Denkmalpflege Bern;
00843;0013;;© Kt. Denkmalpflege Bern;
00843;0014;;© Kt. Denkmalpflege Bern;
00843;0015;J. Schweizer; © Kt. Denkmalpflege Bern;
00844;0001;Arpad Boa;© Büro ADB;
00844;0002;Arpad Boa;© Büro ADB;
00844;0006;Arpad Boa;© Büro ADB;
00844;0010;Arpad Boa;© Büro ADB;
00844;0013;Arpad Boa;© Büro ADB;
00850;0001;Walter Stauffer;© Kt. Denkmalpflege Bern;
00850;0002;J. Schweizer;© Kt. Denkmalpflege Bern;
00850;0003;A Schaffner;© Kt. Denkmalpflege Bern;
00850;0005;J. Schweizer;© Kt. Denkmalpflege Bern;
00852;0010;J. Schweizer;© Kt. Denkmalpflege Bern;
00852;0012;M. Beyeler und J. Schweizer;© Kt. Denkmalpflege Bern;
00852;0015;M. Beyeler und J. Schweizer;© Kt. Denkmalpflege Bern;
00862;0005;J. Schweizer;© Kt. Denkmalpflege Bern;
00862;0006;J. Gfeller;© Kt. Denkmalpflege Bern;
00862;0009;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00862;0010;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00862;0014;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00864;0004;Walter Studer;© Kt. Denkmalpflege Bern;
00864;0006;;© Kt. Denkmalpflege Bern;
00864;0008;W. Studer;© Kt. Denkmalpflege Bern;
00864;0010;;© Kt. Denkmalpflege Bern;
00876;0001;;© Kt. Denkmalpflege Bern;
00876;0002;;© Kt. Denkmalpflege Bern;
00876;0003;;© Kt. Denkmalpflege Bern;
00876;0006;BDK;© Kt. Denkmalpflege Bern;
00888;0003;G. Howald;© Kt. Denkmalpflege Bern;
00888;0004;G. Howald;© Kt. Denkmalpflege Bern;
00888;0006;Walter Studer;© Kt. Denkmalpflege Bern;
00891;0001;;© Kt. Denkmalpflege Bern;
00891;0002;P. Friedli;© Kt. Denkmalpflege Bern;
00891;0004;G. Howald;© Kt. Denkmalpflege Bern;
00891;0006;FH;© Kt. Denkmalpflege Bern;
00891;0008;;© Kt. Denkmalpflege Bern;
00891;0009;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00891;0010;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00893;0001;A. Schätzle;© Kt. Denkmalpflege Bern;
00893;0004;A. Schätzle;© Kt. Denkmalpflege Bern;
00893;0005;H. von Fischer;© Kt. Denkmalpflege Bern;
00908;0008;G. Howald;© Kt. Denkmalpflege Bern;
00908;0009;H. von Fischer;© Kt. Denkmalpflege Bern;
00912;0007;J. Gfeller;© Kt. Denkmalpflege Bern;
00912;0011;J. Gfeller;© Kt. Denkmalpflege Bern;
00912;0012;J. Gfeller;© Kt. Denkmalpflege Bern;
00916;0006;;© Kt. Denkmalpflege Bern;
00916;0008;;© Kt. Denkmalpflege Bern;
00930;0005;;© Kt. Denkmalpflege Bern;
00930;0006;;© Kt. Denkmalpflege Bern;
00930;0008;;© Kt. Denkmalpflege Bern;
00935;0001;M. Hesse;© Kt. Denkmalpflege Bern;
00935;0005;M. Hesse;© Kt. Denkmalpflege Bern;
00935;0006;M. Hesse;© Kt. Denkmalpflege Bern;
00937;0001;M. Hesse;© Kt. Denkmalpflege Bern;
00937;0004;;© Kt. Denkmalpflege Bern;
00940;0012;W. Studer;© Kt. Denkmalpflege Bern;
00940;0016;F. Hauswirth;© Kt. Denkmalpflege Bern;
00940;0018;W. Studer;© Kt. Denkmalpflege Bern;
00942;0008;;© Kt. Denkmalpflege Bern;
00942;0011;;© Kt. Denkmalpflege Bern;
00942;0012;;© Kt. Denkmalpflege Bern;
00942;0013;;© Kt. Denkmalpflege Bern;
00943;0003;G. Howald;© Kt. Denkmalpflege Bern;
00943;0004;M. Hesse;© Kt. Denkmalpflege Bern;
00953;0001;;© Kt. Denkmalpflege Bern;
00953;0002;;© Kt. Denkmalpflege Bern;
00953;0003;;© Kt. Denkmalpflege Bern;
00955;0002;J. Schweizer;© Kt. Denkmalpflege Bern;
00957;0001;;© Büro ADB, Bern;
00957;0006;;© Büro ADB, Bern;
00957;0007;;© Büro ADB, Bern;
00957;0009;;© Büro ADB, Bern;
00957;0011;;© Büro ADB, Bern;
00960;0001;J. Schweizer;© Kt. Denkmalpflege Bern;
00960;0006;;© Kt. Denkmalpflege Bern;
00960;0007;U. Brunner;© Kt. Denkmalpflege Bern;
00960;0009;G. Howald;© Kt. Denkmalpflege Bern;
00960;0012;;© Kt. Denkmalpflege Bern;
00965;0007;M. Hesse;© Kt. Denkmalpflege Bern;
00965;0008;M. Hesse;© Kt. Denkmalpflege Bern;
00965;0010;M. Hesse;© Kt. Denkmalpflege Bern;
00966;0007;;© Kant. Denkmalpflege BE;
00966;0008;K. Buri;© Kant. Denkmalpflege BE;
00966;0009;G. Howald;© Kant. Denkmalpflege BE;
00966;0010;G. Howald;© Kant. Denkmalpflege BE;
00966;0011;G. Howald;© Kant. Denkmalpflege BE;
00966;0012;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00966;0013;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
00972;0008;;© Kt. Denkmalpflege Bern;
00972;0012;;© Kt. Denkmalpflege Bern;
00973;0008;M. Hesse;© Kt. Denkmalpflege Bern;
00973;0015;M. Hesse;© Kt. Denkmalpflege Bern;
00973;0017;M. Hesse;© Kt. Denkmalpflege Bern;
00973;0018;J. Schweizer;© Kt. Denkmalpflege Bern;
00978;0006;;© Kt. Denkmalpflege Bern;
00978;0007;;© Kt. Denkmalpflege Bern;
00978;0008;;© Kt. Denkmalpflege Bern;
00987;0001;DAm;© Kt. Denkmalpflege Bern;
00987;0003;M. Hesse;© Kt. Denkmalpflege Bern;
00987;0004;M. Hesse;© Kt. Denkmalpflege Bern;
00987;0008;;© Büro ADB;
00987;0015;B. Bachmann;© Kt. Denkmalpflege Bern;
00988;0004;;© Kt. Denkmalpflege Bern;
00988;0005;Bauinventar;© Kt. Denkmalpflege Bern;
00988;0010;DAm;© Kt. Denkmalpflege Bern;
00988;0011;DAm;© Kt. Denkmalpflege Bern;
00988;0012;DAm;© Kt. Denkmalpflege Bern;
00988;0013;DAm;© Kt. Denkmalpflege Bern;
00989;0002;G. H.;© Kt. Denkmalpflege Bern;
00989;0007;M. Hesse;© Kt. Denkmalpflege Bern;
00989;0008;M. Hesse;© Kt. Denkmalpflege Bern;
00990;0001;;© Büro ADB;
00990;0004;;© Büro ADB;
00990;0008;;© Büro ADB;
00992;0003;Walter Studer;© Kt. Denkmalpflege Bern;
00992;0006;H. von Fischer;© Kt. Denkmalpflege Bern;
00992;0007;H. von Fischer;© Kt. Denkmalpflege Bern;
00992;0011;;© Kt. Denkmalpflege Bern;
00994;0004;;© Büro ADB;
00994;0005;;© Büro ADB;
00994;0008;;© Büro ADB;
00994;0009;;© Büro ADB;
01009;0006;;© Kt. Denkmalpflege Bern;
01009;0007;J Schweizer;© Kt. Denkmalpflege Bern;
01009;0008;J Schweizer;© Kt. Denkmalpflege Bern;
01011;0001;;© Kt. Denkmalpflege Bern;
01011;0002;;© Kt. Denkmalpflege Bern;
01011;0003;J. Gfeller;© Kt. Denkmalpflege Bern;
01015;0005;;© Kt. Denkmalpflege Bern;
01018;0007;J. Gfeller;© Kt. Denkmalpflege Bern;
01018;0012;J. Gfeller;© Kt. Denkmalpflege Bern;
01018;0013;J. Gfeller;© Kt. Denkmalpflege Bern;
01018;0015;J. Gfeller;© Kt. Denkmalpflege Bern;
01018;0017;J. Gfeller;© Kt. Denkmalpflege Bern;
01021;0004;;© Kt. Denkmalpflege Bern;
01021;0009;;© Kt. Denkmalpflege Bern;
01021;0011;;© Kt. Denkmalpflege Bern;
01023;0008;G. Howald;© Kt. Denkmalpflege Bern;
01023;0014;G. Howald;© Kt. Denkmalpflege Bern;
01023;0017;J Schweizer;© Kt. Denkmalpflege Bern;
01023;0018;G. Howald;© Kt. Denkmalpflege Bern;
01023;0020;G. Howald;© Kt. Denkmalpflege Bern;
01023;0021;G. Howald;© Kt. Denkmalpflege Bern;
01026;0001;;© Kt. Denkmalpflege Bern;
01026;0005;;© Kt. Denkmalpflege Bern;
01026;0007;G. Howald;© Kt. Denkmalpflege Bern;
01026;0008;G. Howald;© Kt. Denkmalpflege Bern;
01027;0001;;© Kt. Denkmalpflege Bern;
01027;0008;;© Kt. Denkmalpflege Bern;
01027;0009;;© Kt. Denkmalpflege Bern;
01027;0010;;© Kt. Denkmalpflege Bern;
01038;0005;H. Stucki;© Kt. Denkmalpflege Bern;
01038;0006;H. von Fischer;© Kt. Denkmalpflege Bern;
01040;0008;M. Hesse;© Kt. Denkmalpflege Bern;
01040;0009;;© Kt. Denkmalpflege Bern;
01040;0010;M. Hesse;© Kt. Denkmalpflege Bern;
01040;0011;G. Howald;© Kt. Denkmalpflege Bern;
01040;0012;G. Howald;© Kt. Denkmalpflege Bern;
01041;0001;G. Howald;© Kt. Denkmalpflege Bern;
01041;0002;G. Howald;© Kt. Denkmalpflege Bern;
01041;0003;G. Howald;© Kt. Denkmalpflege Bern;
01041;0006;Arch. Dietrich;© Kt. Denkmalpflege Bern;
01045;0003;J. Schweizer;© Kt. Denkmalpflege Bern;
01045;0009;J. Schweizer;© Kt. Denkmalpflege Bern;
01045;0011;J. Schweizer;© Kt. Denkmalpflege Bern;
01045;0014;J. Schweizer;© Kt. Denkmalpflege Bern;
01045;0015;J. Schweizer;© Kt. Denkmalpflege Bern;
01045;0016;J. Schweizer;© Kt. Denkmalpflege Bern;
01046;0001;J. Schweizer;© Kt. Denkmalpflege Bern;
01059;0002;;© Kt. Denkmalpflege Bern;
01059;0003;G. Howald;© Kt. Denkmalpflege Bern;
01059;0006;G. Howald;© Kt. Denkmalpflege Bern;
01059;0008;;© Kt. Denkmalpflege Bern;
01072;0007;;© Kt. Denkmalpflege Bern;
01081;0007;;© Büro ADB;
01081;0011;;© Büro ADB;
01081;0012;;© Büro ADB;
01088;0004;;© Büro ADB;
